state,mp_name,total_works,works_with_sanction_data,total_sanctioned_amount,high_critical_count,avg_risk_score,max_risk_score,high_critical_rate_pct,small_sample_warning
Goa,Shripad Yesso Naik,4,3,2760000.0,0,14.746093719694322,26.51770821211063,0.0,True
Delhi,Ramvir Singh Bidhuri,4,0,,0,32.64284883044339,38.81841809224563,0.0,True
Delhi,Manoj Tiwari,2,2,1949850.0,0,0.0,0.0,0.0,True
Delhi,Kamaljeet Sehrawat,2,0,,0,18.67411458939447,29.733504014895846,0.0,True
Delhi,Harsh Malhotra,6,6,4381997.0,0,0.0,0.0,0.0,True
Delhi,Bansuri Swaraj,3,0,,0,32.456650762248344,37.56933938477056,0.0,True
Maharashtra,Nitin Jairam Gadkari,11,5,2835493.0,0,17.159501909245233,41.752977229527914,0.0,True
Chhattisgarh,TOKHAN SAHU,37,28,18483654.0,0,9.575156555812931,49.55196089840568,0.0,False
Chhattisgarh,Santosh Pandey,24,4,3899375.0,0,14.298356543439752,32.94057178323442,0.0,False
Chhattisgarh,ROOP KUMARI CHOUDHARY,39,28,14938241.0,0,5.1261661002147445,35.90907327669808,0.0,False
Chhattisgarh,RADHE SHYAM RATHIYA,53,52,32308855.0,0,1.5771654100576753,36.10959349089582,0.0,False
Chhattisgarh,MAHESH KASHYAP,58,51,35231459.0,0,3.7994548421663636,45.42263082353854,0.0,False
Chhattisgarh,KAMLESH JANGDE,67,61,48468461.0,0,2.274581821487234,28.99065130532604,0.0,False
Chhattisgarh,Jyotsna Charandas Mahant,94,90,31064222.0,0,0.971267228067048,27.254742232049345,0.0,False
Chhattisgarh,BRIJMOHAN AGRAWAL,37,34,22801630.0,0,2.930062076506857,29.103145971527212,0.0,False
Chhattisgarh,BHOJRAJ NAG,3,0,,0,37.98375939071855,39.15008340121805,0.0,True
Bihar,VIVEK THAKUR,1,0,,0,40.99654757748555,40.99654757748555,0.0,True
Bihar,VIJAYLAKSHMI DEVI,45,33,32846242.0,0,7.542961325109588,29.57639939485628,0.0,False
Bihar,TARIQ ANWAR,1,1,994740.0,0,5.733333333333333,5.733333333333333,0.0,True
Bihar,Smt Veena Devi,6,6,30000000.0,0,0.0,0.0,0.0,True
Chhattisgarh,Vijay Baghel,18,1,1000000.0,0,21.75737357280474,32.70491485317507,0.0,True
Jharkhand,NALIN SOREN,43,19,7000000.0,0,8.094564080913164,25.421854998254396,0.0,False
Jharkhand,KALI CHARAN SINGH,28,0,,0,15.826420175890672,25.675937778812216,0.0,False
Jharkhand,KALI CHARAN MUNDA,78,78,48308000.0,0,0.11538461538461539,9.0,0.0,False
Jharkhand,DULU MAHATO,2,0,,0,17.572442685907134,17.78579463904729,0.0,True
Jharkhand,Annpurna Devi,10,0,,0,18.71717289266457,41.04309709453431,0.0,True
Jammu And Kashmir,Shri Jugal Kishore Sharma,11,0,,0,27.343345005977373,35.39508902595136,0.0,True
Jammu And Kashmir,MIAN ALTAF AHMAD,1,0,,0,26.61468637262889,26.61468637262889,0.0,True
Jammu And Kashmir,ABDUL RASHID SHEIKH,10,0,,0,24.961208735792702,42.57341246751232,0.0,True
Himachal Pradesh,Suresh Kumar Kashyap,35,30,7450000.0,0,3.2421625575634656,27.155824508320727,0.0,False
Himachal Pradesh,Anurag Singh Thakur,9,0,,0,34.11411527901694,43.61495791147834,0.0,True
Haryana,SELJA,32,0,,0,16.445920128787,49.596570852244085,0.0,False
Haryana,NAVEEN JINDAL,14,9,4813383.0,0,9.520068937618106,48.01194770937585,0.0,True
Haryana,Krishan Pal Gurjar,2,0,,0,23.631153264284883,26.907560417394006,0.0,True
Gujarat,Devusinh Jesingbhai Chauhan,10,1,450000.0,0,13.684782187051479,28.486364870631135,0.0,True
Gujarat,Smt Poonamben Hematbhai Maadam,9,1,298400.0,0,23.044166009370244,42.39303308894837,0.0,True
Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,21,9,5096000.0,0,12.512036929283527,32.40816168198922,0.0,False
Gujarat,Rajeshbhai Naranbhai Chudasama,11,3,850000.0,0,15.037786217816477,27.293533496256646,0.0,True
Gujarat,RAJPALSINH MAHENDRASINH JADAV,23,0,,0,19.48881546658302,34.35742270840607,0.0,False
Gujarat,Prabhubhai Nagarbhai Vasava,47,46,14638584.0,0,1.0740627576627189,28.666666666666664,0.0,False
Gujarat,PARSHOTTAMBHAI RUPALA,23,12,5786525.0,0,13.773428658648683,44.07269482912449,0.0,False
Gujarat,Mitesh Rameshbhai Bakabhai Patel,21,5,970351.0,0,19.51172881581354,43.63241398037162,0.0,False
Gujarat,Mansukhbhai Dhanjibhai Vasava,13,0,,0,22.437538604767745,49.28236161216495,0.0,True
Gujarat,Jaswantsinh Sumanbhai Bhabhor,129,119,39185188.0,0,8.837860896377146,35.8974358974359,0.0,False
Gujarat,JASHUBHAI BHILUBHAI RATHVA,11,0,,0,19.982790784606216,30.569455758563173,0.0,True
Gujarat,Hasmukh Bhai Soma Bhai Patel,5,3,2494505.0,0,12.550100691038665,33.905504480391016,0.0,True
Gujarat,HARIBHAI PATEL,24,0,,0,21.16459456663693,43.6615074285271,0.0,False
Gujarat,GENIBEN NAGAJI THAKOR,8,0,,0,21.63073625819466,32.52453547461112,0.0,True
Gujarat,Vinod Chavda,14,5,2461849.0,0,16.734828459488067,38.93479188486753,0.0,True
West Bengal,ADHIKARI SOUMENDU,6,6,9298896.0,0,0.0,0.0,0.0,True
West Bengal,ABHIJIT GANGOPADHYAY,32,16,6997450.0,0,13.99055432716552,37.09802552465185,0.0,False
Uttarakhand,TRIVENDRA SINGH RAWAT,1,0,,0,40.45346987858335,40.45346987858335,0.0,True
Uttarakhand,Mala Rajya Laxmi Shah,21,3,4996274.0,0,17.399175039114528,43.57616664727104,0.0,False
Uttar Pradesh,ZIA UR REHMAN,67,0,,0,22.441614805062315,36.64222817021607,0.0,False
Uttar Pradesh,Vijay Kumar Dubey,102,102,41291929.0,0,1.5107189542483663,28.8,0.0,False
Uttar Pradesh,VIRENDRA SINGH,4,0,,0,30.56460685053726,35.43194072694829,0.0,True
Uttar Pradesh,VINOD KUMAR BIND,399,320,38089866.0,0,5.17435236593182,42.68978626013422,0.0,False
Uttar Pradesh,Smt Hema Malini,2,0,,0,39.63497420380931,41.256449047674465,0.0,True
Uttar Pradesh,Smt Dimple Yadav,23,0,,0,33.936706149427316,39.7571666860623,0.0,False
Uttar Pradesh,Shri Narendra Modi,39,0,,0,29.551006865390672,43.322083866713214,0.0,False
Uttar Pradesh,SHASHANK MANI,41,34,35732862.0,0,5.930048943221889,41.9255983552504,0.0,False
Uttar Pradesh,SANATAN PANDEY,103,102,38836566.0,0,0.355626104706356,27.42044266194153,0.0,False
Bihar,Shri Janardan Singh Sigriwal,5,0,,0,37.04643314325614,43.74878777299352,0.0,True
Uttar Pradesh,Rajnath Singh,3,0,,0,21.217528479253144,23.64909422398076,0.0,True
Uttar Pradesh,Rajkumar Chahar,20,20,38737158.0,0,0.0,0.0,0.0,False
Uttar Pradesh,RAMESH AWASTHI,8,1,3831541.0,0,27.178856821443812,42.49001124946662,0.0,True
Andhra Pradesh,Daggubati Purandeshwari,1,0,,0,32.20256798169052,32.20256798169052,0.0,True
Uttar Pradesh,RAM PRASAD CHAUDHARY,20,19,26847950.0,0,2.1510725784553317,43.02145156910664,0.0,False
Uttar Pradesh,RAKESH RATHOR,16,15,19041868.0,0,1.6196565033554444,25.91450405368711,0.0,True
Uttar Pradesh,RAJEEV RAI,8,0,,0,33.64899724582024,44.99010822762715,0.0,True
Uttar Pradesh,RAHUL GANDHI,32,9,4699998.0,0,27.796425869894094,49.43558710578378,0.0,False
Uttar Pradesh,R.K. CHAUDHARY,61,59,6371115.0,0,1.5084078475363414,49.61596648434772,0.0,False
Uttar Pradesh,Prof SP Singh Baghel,53,40,46682728.0,0,8.586336545689157,42.69366538655495,0.0,False
Uttar Pradesh,PUSHPENDRA SAROJ,372,349,22769451.0,0,4.629961577791145,38.71368167888592,0.0,False
Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,6,0,,0,32.031886419178406,39.58454556033981,0.0,True
Andaman And Nicobar Islands,BISHNU PADA RAY,4,0,,0,41.564354707319914,44.7263276310175,0.0,True
Uttar Pradesh,Ram Shiromani,55,0,,0,15.178563242103328,42.88374258117072,0.0,False
Bihar,SURENDRA PRASAD YADAV,3,0,,0,25.56279659154092,31.17653904340743,0.0,True
Bihar,SUDHAKAR SINGH,37,37,31040805.0,0,0.6846846846846847,16.4,0.0,False
Bihar,SUDAMA PRASAD,3,0,,0,23.86373921926116,32.5478102331355,0.0,True
Bihar,SHAMBHAVI,11,0,,0,28.423064580401952,38.793203770510885,0.0,True
Bihar,Ravi Shankar Prasad,8,8,5144500.0,0,0.0,0.0,0.0,True
Bihar,Ramprit Mandal,37,37,39099471.0,0,0.6576576576576576,24.333333333333332,0.0,False
Bihar,Radha Mohan Singh,13,13,17846559.0,0,0.0,0.0,0.0,True
Bihar,RAJESH VERMA,16,16,15205140.0,0,0.0,0.0,0.0,True
Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,56,40,36550000.0,0,7.804629183222223,27.987897125567322,0.0,False
Bihar,RAJA RAM SINGH,5,0,,0,26.753171185848952,30.206757438224912,0.0,True
Bihar,Pradeep Kumar Singh,41,12,27673127.0,0,19.844901172158472,40.44571162574188,0.0,False
Bihar,Kaushalendra Kumar,3,0,,0,25.086957083931367,33.862834089762984,0.0,True
Bihar,JITAN RAM MANJHI,4,0,,0,24.25908685364056,29.840179991465924,0.0,True
Assam,PARIMAL SUKLABAIDYA,1,0,,0,44.163854300011636,44.163854300011636,0.0,True
Bihar,Giridhari Yadav,16,16,20074735.0,0,0.0,0.0,0.0,True
Bihar,Dr Mohammad Jawed,42,42,26952000.0,0,0.0,0.0,0.0,False
Bihar,Dileshwar Kamait,34,34,38902384.0,0,0.22745098039215683,7.7333333333333325,0.0,False
Bihar,DEVESH CHANDRA THAKUR,1,0,,0,31.74871019046511,31.74871019046511,0.0,True
Bihar,CHIRAG PASWAN,6,0,,0,29.08504338156381,38.23460956592576,0.0,True
Bihar,Ashok Kumar Yadav,6,6,3408991.0,0,8.066666666666666,12.6,0.0,True
Bihar,Alok Kumar Suman,23,19,18942374.0,0,7.827358298041717,32.38294736025448,0.0,False
Bihar,ARUN BHARTI,27,0,,0,13.26215854708038,41.793708056945576,0.0,False
Bihar,ABHAY KUMAR SINHA,73,70,28935208.0,0,4.937332978366697,42.6296598006129,0.0,False
Assam,Shri Sarbananda Sonowal (18LS),6,0,,0,35.49756261556564,49.86035144885372,0.0,True
Assam,Pradyut Bordoloi,14,9,1800000.0,0,22.451331371603686,32.842623841110985,0.0,True
Assam,Pradan Baruah,19,18,15400000.0,0,1.1930355389229506,22.66767523953606,0.0,True
Assam,PHANI BHUSAN CHOUDHURY,12,0,,0,25.117666834762147,45.0754490088832,0.0,True
Bihar,Giriraj Singh,1,0,,0,41.73940028705536,41.73940028705536,0.0,True
Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,4,0,,0,30.045773691764616,35.790759920865824,0.0,True
Maharashtra,BHASKAR MURLIDHAR BHAGARE,3,0,,0,28.256849890737943,37.006866053764696,0.0,True
Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,8,0,,0,32.0263101749486,43.6944800031033,0.0,True
Maharashtra,BALWANT BASWANT WANKHADE,30,17,19841000.0,0,14.567412751981585,43.48306761317352,0.0,False
Maharashtra,BAJRANG MANOHAR SONWANE,5,0,,0,35.97734590170294,38.663253035416425,0.0,True
Maharashtra,BACHHAV SHOBHA DINESH,7,2,2000000.0,0,20.036519204446588,33.870592342604446,0.0,True
Maharashtra,Arvind Ganpat Sawant,17,17,26374739.0,0,10.091764705882353,23.0,0.0,True
Maharashtra,Amol Ramsing Kolhe,17,17,15880568.0,0,1.7694117647058822,22.599999999999998,0.0,True
Maharashtra,ANUP SANJAY DHOTRE,8,3,1883603.0,0,22.775881531479115,41.09546530121417,0.0,True
Maharashtra,ANIL YESHWANT DESAI,1,0,,0,44.55370650529501,44.55370650529501,0.0,True
Maharashtra,AMAR SHARADRAO KALE,3,0,,0,33.16588437617182,39.024011792544314,0.0,True
Maharashtra,ADV GOWAAL KAGADA PADAVI,190,1,1199000.0,0,11.577578159293264,20.945343108731915,0.0,False
Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,7,0,,0,26.612469728959898,30.817719849489894,0.0,True
Jharkhand,SUKHDEO BHAGAT,5,0,,0,19.138446021955858,29.05853601768882,0.0,True
Madhya Pradesh,Virendra Kumar,15,4,3849039.0,0,19.016059583381825,33.449707125955236,0.0,True
Madhya Pradesh,Smt Himadri Singh,12,9,12472040.0,0,5.574789557391676,23.656852476822223,0.0,True
Madhya Pradesh,Shri Sudheer Gupta,64,56,6794092.0,0,2.8509654175879593,24.599480197059624,0.0,False
Madhya Pradesh,Shri Anil Firojiya,26,24,2400000.0,0,3.3418198468043467,41.30105900151286,0.0,False
Madhya Pradesh,Shankar Lalwani,14,2,500000.0,0,26.589056430206206,38.630280460840225,0.0,True
Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,1,0,,0,11.369719539159782,11.369719539159782,0.0,True
Madhya Pradesh,SHIVMANGAL SINGH TOMAR,21,21,16400000.0,0,0.0,0.0,0.0,False
Madhya Pradesh,SAVITRI THAKUR,19,14,2324364.0,0,3.6658765498641284,22.813142480313434,0.0,True
Madhya Pradesh,Rodmal Nagar,100,99,45840547.0,0,0.27673705129013165,18.301718453004383,0.0,False
Madhya Pradesh,RAHUL SINGH LODHI,39,36,10659156.0,0,1.9297659295331822,34.23135109973234,0.0,False
Madhya Pradesh,Mahendra Singh Solanky,1,0,,0,12.147484386516156,12.147484386516156,0.0,True
Madhya Pradesh,Janardan Mishra,25,23,31557367.0,0,1.6835408665968423,25.629388261763452,0.0,False
Madhya Pradesh,JYOTIRADITYA M. SCINDIA,21,19,13455273.0,0,2.1439408353175375,26.672550008404777,0.0,False
Madhya Pradesh,Vishnu Dutt Sharma,13,0,,0,18.219958403828997,36.17285387330773,0.0,True
Maharashtra,Sunil Dattatray Tatkare,1,0,,0,29.69665231389891,29.69665231389891,0.0,True
Maharashtra,Smt Supriya Sadanand Sule,4,0,,0,32.38294736025447,39.66406765196478,0.0,True
Maharashtra,Smt Raksha Nikhil Khadse,1,1,2999928.0,0,0.0,0.0,0.0,True
Maharashtra,Shyamkumar,4,0,,0,29.85375693393848,35.9362271616432,0.0,True
Maharashtra,Shrirang Appa Barne,8,8,7972256.0,0,0.0,0.0,0.0,True
Maharashtra,Sanjay Uttamrao Deshmukh,2,0,,0,28.369021296404053,30.22033438069747,0.0,True
Maharashtra,Sanjay Haribhau Jadhav,41,40,35163301.0,0,1.005351680655175,25.28608557352884,0.0,False
Maharashtra,SMITA UDAY WAGH,8,8,12041109.0,0,0.0,0.0,0.0,True
Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,51,50,43198677.0,0,1.4499242060764679,34.656109586391,0.0,False
Maharashtra,SANJAY DINA PATIL,2,0,,0,43.97668645021142,47.09841343729393,0.0,True
Maharashtra,Ravindra Vasantrao Chavan,12,0,,0,27.534200964609436,37.65080103960588,0.0,True
Maharashtra,RAJABHAU,7,0,,0,31.80883664998643,42.757670972496996,0.0,True
Maharashtra,Piyush Vedprakash Goyal,14,14,28500000.0,0,24.24981089248832,41.52999265746245,0.0,True
Maharashtra,BHUMARE SANDIPANRAO ASARAM,1,0,,0,30.195120058962722,30.195120058962722,0.0,True
Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,10,7,3848780.0,0,15.16357717522014,35.15070406144537,0.0,True
West Bengal,Sudip Bandyopadhyay,1,1,5000000.0,0,0.0,0.0,0.0,True
Maharashtra,NILESH DNYANDEV LANKE,1,0,,0,32.276271383684396,32.276271383684396,0.0,True
Maharashtra,NARAYAN TATU RANE,3,0,,0,32.355146954239245,42.528802513673924,0.0,True
Maharashtra,MURLIDHAR MOHOL,4,0,,0,32.52792971022926,35.63559486403662,0.0,True
Maharashtra,KALYAN VAIJINATHRAO KALE,2,0,,0,22.672524147561973,27.65429225338454,0.0,True
Maharashtra,GAIKWAD VARSHA EKNATH,3,0,,0,39.22249376107168,43.936925404398934,0.0,True
Maharashtra,Dhairyasheel Sambhajirao Mane,1,0,,0,36.03902401179255,36.03902401179255,0.0,True
Maharashtra,DR. PRASHANT YADAORAO PADOLE,5,0,,0,28.927033632026074,30.94185189495326,0.0,True
Maharashtra,DR. HEMANT VISHNU SAVARA,1,0,,0,34.46409868497614,34.46409868497614,0.0,True
Maharashtra,DR KALGE SHIVAJI BANDAPPA,18,16,14597787.0,0,17.80464565144027,48.15677605506724,0.0,True
Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,1,0,,0,41.157531323945854,41.157531323945854,0.0,True
Maharashtra,CHHATRAPATI SHAHU SHAHAJI,2,0,,0,37.928158578688084,41.886807091043096,0.0,True
Maharashtra,PRANITI SUSHILKUMAR SHINDE,2,1,499880.0,0,29.48189611699445,37.897125567322234,0.0,True
Karnataka,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,1,0,,0,19.566313666162383,19.566313666162383,0.0,True
Karnataka,VISHWESHWAR HEGDE KAGERI,8,7,5700000.0,0,9.123154505605338,28.05190271150937,0.0,True
Karnataka,Shri LS Tejasvi Surya,8,8,6894260.0,0,4.324999999999999,19.666666666666664,0.0,True
Karnataka,Shri B Y Raghavendra,1,0,,0,29.31261879824664,29.31261879824664,0.0,True
Karnataka,SUNIL BOSE,7,0,,0,16.64399224913597,28.682260754878,0.0,True
Karnataka,SHREYAS. M. PATEL,10,0,,0,21.93316265177082,40.439892936110795,0.0,True
Karnataka,SHOBHA KARANDLAJE,7,0,,0,33.26406321867744,49.95345048295124,0.0,True
Karnataka,SAGAR ESHWAR KHANDRE,11,3,750000.0,0,13.996417097778673,42.72275883471042,0.0,True
Karnataka,Ramesh Chandappa Jigajinagi,30,0,,0,30.50098917723729,49.707125955234886,0.0,False
Karnataka,Pralhad Venkatesh Joshi,26,16,7820363.0,0,10.712199852593196,32.24911749873929,0.0,False
Karnataka,Parvatagouda Chandanagouda Gaddigoudar,6,0,,0,23.816866441677334,29.114783350789402,0.0,True
Karnataka,P C Mohan,1,1,4739506.0,0,0.0,0.0,0.0,True
Karnataka,M. MALLESH BABU,3,0,,0,22.762067315773823,41.933356608091856,0.0,True
Madhya Pradesh,Ganesh Singh,45,0,,0,25.04217472447426,42.98847899453044,0.0,False
Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,3,0,,0,27.799112973091795,32.66224446254704,0.0,True
Karnataka,JAGADISH SHETTAR,10,0,,0,25.995771752201403,38.6089452655262,0.0,True
Karnataka,GOVIND MAKTHAPPA KARJOL,14,0,,0,24.956636908225416,40.62803056751619,0.0,True
Karnataka,G. KUMAR NAIK,5,0,,0,26.30784747274914,37.266767523953604,0.0,True
Karnataka,E. TUKARAM,2,0,,0,31.364676674812834,31.481050467434734,0.0,True
Karnataka,DR.K.SUDHAKAR,2,0,,0,17.887621707591453,21.183909383606814,0.0,True
Karnataka,DR. PRABHA MALLIKARJUN,7,0,,0,30.758701711803074,38.9755227122852,0.0,True
Karnataka,DR C N MANJUNATH,56,48,24797612.0,0,4.418184787240039,38.81841809224563,0.0,False
Karnataka,CAPTAIN BRIJESH CHOWTA,15,0,,0,24.970583291309467,40.32545870669925,0.0,True
Karnataka,BASAVARAJ BOMMAI,3,0,,0,20.548379171677208,23.8023197175996,0.0,True
Jharkhand,Vishnu Dayal Ram,1,0,,0,19.42278598859537,19.42278598859537,0.0,True
Jharkhand,Shri Chandra Prakash Choudhary,457,451,38736462.0,0,1.126064779073476,48.64424531595485,0.0,False
Jharkhand,Sanjay Seth,65,62,43208100.0,0,1.5028332542588334,41.50665270181156,0.0,False
Karnataka,KOTA SRINIVAS POOJARY,41,26,12393048.0,0,9.828907212242147,32.92020636952559,0.0,False
Madhya Pradesh,Gajendra Singh Patel,96,95,38671465.0,0,0.43657612139079616,18.0,0.0,False
Madhya Pradesh,Durga Das Uikey,140,138,32631426.0,0,0.40861055233218624,32.14050195895884,0.0,False
Madhya Pradesh,DR. LATA WANKHEDE,47,19,15747630.0,0,11.926746994009925,46.28767601536134,0.0,False
Madhya Pradesh,DARSHAN SINGH CHOUDHARY,42,15,1617884.0,0,20.466742032551416,49.1737460723845,0.0,False
Madhya Pradesh,BUNTY VIVEK SAHU,21,5,850000.0,0,23.327542351748104,43.896194576981266,0.0,False
Madhya Pradesh,BHARTI PARDHI,1,0,,0,47.22254548275728,47.22254548275728,0.0,True
Madhya Pradesh,BHARAT SINGH KUSHWAH,18,0,,0,11.952989297921219,26.919197796656192,0.0,True
Madhya Pradesh,ASHISH DUBEY,3,0,,0,18.421971372047015,27.039450715698827,0.0,True
Madhya Pradesh,ALOK SHARMA,3,0,,0,32.19093060242833,48.392102098607396,0.0,True
Lakshadweep,MUHAMMED HAMDULLAH SAYEED,3,0,,0,28.54390524587197,33.794949377400215,0.0,True
Kerala,Shri Suresh Kodikunnil,12,10,15075909.0,0,6.701675782613755,41.48531750649754,0.0,True
Kerala,Shri Rajmohan Unnithan,13,4,1600000.0,0,18.31833424343607,28.9596182939602,0.0,True
Kerala,Shri NK Premachandran,22,18,24901354.34,0,6.354820444493814,48.39598122502812,0.0,False
Kerala,ADV K FRANCIS GEORGE,10,0,,0,29.61363900849529,40.445711625741886,0.0,True
Kerala,Shri Kumbakudi Sudhakaran,52,34,13770233.0,0,13.054721030166748,39.751064770036294,0.0,False
Kerala,Shri Hibi Eden,17,17,21660186.0,0,5.688627450980391,16.599999999999998,0.0,True
Kerala,Shri Benny Behanan,5,2,5757000.0,0,25.58341130377439,43.35117731486869,0.0,True
Kerala,SURESH GOPI,1,0,,0,44.8039101594321,44.8039101594321,0.0,True
Kerala,SHAFI PARAMBIL,2,0,,0,34.7938244307382,35.172039256759376,0.0,True
Kerala,Priyanka Gandhi Vadra,2,0,,0,33.85798518173708,36.46184879165212,0.0,True
Kerala,K. C VENUGOPAL,18,15,20303972.0,0,11.839046338320165,31.102835641413556,0.0,True
Kerala,K RADHAKRISHNAN,4,1,2871509.0,0,30.31197874238722,43.31626517708213,0.0,True
Kerala,E.T. MOHAMMED BASHEER,8,0,,0,28.475212382171534,48.273788742775125,0.0,True
Kerala,Dr Shashi Tharoor,6,0,,0,27.055937002986933,37.56933938477056,0.0,True
Kerala,DR. M.P ABDUSSAMAD SAMADANI,9,0,,0,25.039761045812483,39.43132006672098,0.0,True
Kerala,Anto Antony,85,83,30283482.0,0,3.3345492797374967,35.87610070212188,0.0,False
Kerala,Adv Dean Kuriakose,79,72,23579067.0,0,3.5208050709511864,49.138833934597926,0.0,False
Kerala,Adv Adoor Prakash,2,0,,0,33.70863881453897,38.47511540401102,0.0,True
Kerala,Shri M K Raghavan,2,0,,0,25.2773575390822,28.849063190969396,0.0,True
